step,timestamp
announce_received_service035aa84f,1981
announce_received_servicee1ed5869,1999
announce_received_servicea328ed83,2023
announce_received_service83d61215,2044
announce_received_service85d844b1,2064
announce_received_servicec1ea912f,2083
announce_received_service61c25be8,2100
announce_received_servicec7bc0bfa,2118
announce_received_service0207ce2a,2136
announce_received_servicec5988182,2153
announce_received_service5c332591,2169
announce_received_service266c08b0,2186
announce_received_service213f7a4f,2198
announce_received_serviceae942348,2210
announce_received_service27731e25,2226
announce_received_service3afa876d,2239
announce_received_serviceee0c6872,2249
announce_received_serviceac1c117b,2259
announce_received_servicee1586ada,2269
announce_received_servicefad42720,2279
announce_received_serviceb7474fa8,2289
announce_received_service5e92ee96,2299
announce_received_servicea711de01,2309
announce_received_service46c3bf3e,2319
required_announces_received,2319
bid_offer_sent_service035aa84f,2690
bid_offer_sent_servicee1ed5869,2796
bid_offer_sent_servicea328ed83,2892
bid_offer_sent_service83d61215,3018
bid_offer_sent_service85d844b1,3125
bid_offer_sent_servicec1ea912f,3250
bid_offer_sent_service61c25be8,3377
bid_offer_sent_servicec7bc0bfa,3498
bid_offer_sent_service0207ce2a,3625
bid_offer_sent_servicec5988182,3730
bid_offer_sent_service5c332591,3856
bid_offer_sent_service266c08b0,3956
bid_offer_sent_service213f7a4f,4060
bid_offer_sent_serviceae942348,4161
bid_offer_sent_service27731e25,4276
bid_offer_sent_service3afa876d,4366
bid_offer_sent_serviceee0c6872,4477
bid_offer_sent_serviceac1c117b,4595
bid_offer_sent_servicee1586ada,4714
bid_offer_sent_servicefad42720,4819
bid_offer_sent_serviceb7474fa8,4937
bid_offer_sent_service5e92ee96,5044
bid_offer_sent_servicea711de01,5166
bid_offer_sent_service46c3bf3e,5269
all_bid_offers_sent,5270
winner_received_service3afa876d,12055
winner_received_serviceee0c6872,12069
winner_received_serviceac1c117b,12081
winner_received_servicee1586ada,12093
winner_received_servicefad42720,12104
winner_received_serviceb7474fa8,12116
winner_received_service5e92ee96,12140
winner_received_servicea711de01,12155
winner_received_service46c3bf3e,12167
winner_received_servicee1ed5869,12439
winner_received_servicea328ed83,12464
winner_received_service83d61215,12485
winner_received_service0207ce2a,12498
winner_received_servicec7bc0bfa,12512
winner_received_servicec1ea912f,12525
winner_received_service85d844b1,12541
winner_received_service5c332591,12557
winner_received_service213f7a4f,12572
winner_received_service266c08b0,12585
winner_received_service61c25be8,12596
winner_received_serviceae942348,12608
winner_received_servicec5988182,12618
winner_received_service27731e25,12631
winner_received_service035aa84f,12643
all_winners_received,12643
other_provider_choosen_service035aa84f,12656
other_provider_choosen_servicee1ed5869,12668
other_provider_choosen_servicea328ed83,12682
other_provider_choosen_service83d61215,12696
other_provider_choosen_service85d844b1,12712
other_provider_choosen_servicec1ea912f,12726
other_provider_choosen_service61c25be8,12739
other_provider_choosen_servicec7bc0bfa,12752
other_provider_choosen_service0207ce2a,12770
other_provider_choosen_servicec5988182,12785
other_provider_choosen_service5c332591,12800
other_provider_choosen_service266c08b0,12812
other_provider_choosen_service213f7a4f,12826
other_provider_choosen_serviceae942348,12850
other_provider_choosen_service27731e25,12865
other_provider_choosen_service3afa876d,12890
other_provider_choosen_serviceee0c6872,12910
other_provider_choosen_serviceac1c117b,12923
other_provider_choosen_servicee1586ada,12935
other_provider_choosen_servicefad42720,12948
other_provider_choosen_serviceb7474fa8,12960
other_provider_choosen_service5e92ee96,12972
other_provider_choosen_servicea711de01,12983
other_provider_choosen_service46c3bf3e,12995
no_wins,12995
