step,timestamp
announce_received_service1757705732579,2344
announce_received_service1757705732704,2356
announce_received_service1757705732951,2367
announce_received_service1757705732540,2377
announce_received_service1757705732145,2389
announce_received_service1757705732724,2399
announce_received_service1757705732153,2409
announce_received_service1757705732110,2419
announce_received_service1757705732770,2429
announce_received_service1757705732316,2438
announce_received_service1757705732173,2448
announce_received_service1757705732840,2457
announce_received_service1757705732506,2467
announce_received_service1757705732161,2476
announce_received_service1757705732307,2486
announce_received_service1757705732196,2495
required_announces_received,2496
bid_offer_sent_service1757705732579,2555
bid_offer_sent_service1757705732704,2622
bid_offer_sent_service1757705732951,2716
bid_offer_sent_service1757705732540,2828
bid_offer_sent_service1757705732145,2924
bid_offer_sent_service1757705732724,3005
bid_offer_sent_service1757705732153,3080
bid_offer_sent_service1757705732110,3158
bid_offer_sent_service1757705732770,3268
bid_offer_sent_service1757705732316,3348
bid_offer_sent_service1757705732173,3426
bid_offer_sent_service1757705732840,3507
bid_offer_sent_service1757705732506,3594
bid_offer_sent_service1757705732161,3683
bid_offer_sent_service1757705732307,3792
bid_offer_sent_service1757705732196,3895
all_bid_offers_sent,3896
winner_received_service1757705732153,12271
winner_received_service1757705732540,12281
winner_received_service1757705732951,12291
winner_received_service1757705732704,12300
winner_received_service1757705732770,12309
winner_received_service1757705732724,12321
winner_received_service1757705732110,12332
winner_received_service1757705732145,12343
winner_received_service1757705732579,12357
winner_received_service1757705732307,12372
winner_received_service1757705732196,12384
winner_received_service1757705732173,12394
winner_received_service1757705732161,12405
winner_received_service1757705732840,12415
winner_received_service1757705732316,12426
winner_received_service1757705732506,12436
all_winners_received,12436
other_provider_choosen_service1757705732579,12447
other_provider_choosen_service1757705732704,12459
other_provider_choosen_service1757705732951,12470
other_provider_choosen_service1757705732540,12482
other_provider_choosen_service1757705732145,12493
other_provider_choosen_service1757705732724,12508
other_provider_choosen_service1757705732153,12520
other_provider_choosen_service1757705732110,12532
other_provider_choosen_service1757705732770,12544
other_provider_choosen_service1757705732316,12554
other_provider_choosen_service1757705732173,12566
other_provider_choosen_service1757705732840,12579
other_provider_choosen_service1757705732506,12591
other_provider_choosen_service1757705732161,12602
other_provider_choosen_service1757705732307,12614
other_provider_choosen_service1757705732196,12625
no_wins,12625
