step,timestamp
announce_received_service1757707088635,1472
announce_received_service1757707088267,1491
announce_received_service1757707088694,1549
announce_received_service1757707088775,1578
announce_received_service1757707088692,1606
announce_received_service1757707088280,1632
announce_received_service1757707088937,1660
announce_received_service1757707088175,1685
announce_received_service1757707088515,1733
announce_received_service1757707088831,1762
announce_received_service1757707088521,1796
announce_received_service1757707088467,1818
announce_received_service1757707088657,1844
announce_received_service1757707088691,1893
announce_received_service1757707088377,1927
announce_received_service1757707088167,1978
required_announces_received,1979
bid_offer_sent_service1757707088635,2161
bid_offer_sent_service1757707088267,2354
bid_offer_sent_service1757707088694,2574
bid_offer_sent_service1757707088775,2769
bid_offer_sent_service1757707088692,2974
bid_offer_sent_service1757707088280,3169
bid_offer_sent_service1757707088937,3348
bid_offer_sent_service1757707088175,3576
bid_offer_sent_service1757707088515,3711
bid_offer_sent_service1757707088831,3842
bid_offer_sent_service1757707088521,3999
bid_offer_sent_service1757707088467,4259
bid_offer_sent_service1757707088657,4486
bid_offer_sent_service1757707088691,4702
bid_offer_sent_service1757707088377,4811
bid_offer_sent_service1757707088167,4887
all_bid_offers_sent,4887
winner_received_service1757707088467,11733
winner_received_service1757707088694,11761
winner_received_service1757707088267,11792
winner_received_service1757707088775,11814
winner_received_service1757707088692,11839
winner_received_service1757707088175,11881
winner_received_service1757707088515,11916
winner_received_service1757707088937,11943
winner_received_service1757707088521,11966
winner_received_service1757707088377,11996
winner_received_service1757707088635,12020
winner_received_service1757707088691,12035
winner_received_service1757707088280,12053
winner_received_service1757707088657,12073
winner_received_service1757707088831,12087
winner_received_service1757707088167,12109
all_winners_received,12109
deployment_start_service1757707088635,12138
deployment_finished_service1757707088635,15025
confirm_deployment_sent_service1757707088635,15142
other_provider_choosen_service1757707088267,15162
other_provider_choosen_service1757707088694,15181
other_provider_choosen_service1757707088775,15214
other_provider_choosen_service1757707088692,15226
other_provider_choosen_service1757707088280,15243
other_provider_choosen_service1757707088937,15262
other_provider_choosen_service1757707088175,15279
other_provider_choosen_service1757707088515,15308
other_provider_choosen_service1757707088831,15332
other_provider_choosen_service1757707088521,15345
other_provider_choosen_service1757707088467,15360
other_provider_choosen_service1757707088657,15372
other_provider_choosen_service1757707088691,15386
other_provider_choosen_service1757707088377,15397
other_provider_choosen_service1757707088167,15429
all_confirm_deployment_sent,15429
