step,timestamp
announce_received_service1757704668319,1617
announce_received_service1757704668496,1640
announce_received_service1757704668623,1653
announce_received_service1757704668204,1680
announce_received_service1757704668910,1697
announce_received_service1757704668322,1724
announce_received_service1757704668240,1743
announce_received_service1757704668157,1760
announce_received_service1757704668136,1800
announce_received_service1757704668541,1841
announce_received_service1757704668897,1867
announce_received_service1757704668660,1888
announce_received_service1757704668418,1910
announce_received_service1757704668548,1934
announce_received_service1757704668876,1963
announce_received_service1757704668556,1989
required_announces_received,1989
bid_offer_sent_service1757704668319,2133
bid_offer_sent_service1757704668496,2288
bid_offer_sent_service1757704668623,2455
bid_offer_sent_service1757704668204,2602
bid_offer_sent_service1757704668910,2774
bid_offer_sent_service1757704668322,2942
bid_offer_sent_service1757704668240,3101
bid_offer_sent_service1757704668157,3258
bid_offer_sent_service1757704668136,3382
bid_offer_sent_service1757704668541,3539
bid_offer_sent_service1757704668897,3678
bid_offer_sent_service1757704668660,3852
bid_offer_sent_service1757704668418,3981
bid_offer_sent_service1757704668548,4106
bid_offer_sent_service1757704668876,4196
bid_offer_sent_service1757704668556,4282
all_bid_offers_sent,4282
winner_received_service1757704668660,11811
winner_received_service1757704668204,11831
winner_received_service1757704668496,11854
winner_received_service1757704668623,11880
winner_received_service1757704668418,11907
winner_received_service1757704668157,11935
winner_received_service1757704668322,11967
winner_received_service1757704668910,11992
winner_received_service1757704668240,12024
winner_received_service1757704668548,12040
winner_received_service1757704668897,12066
winner_received_service1757704668136,12086
winner_received_service1757704668541,12109
winner_received_service1757704668319,12130
winner_received_service1757704668876,12157
winner_received_service1757704668556,12199
all_winners_received,12199
other_provider_choosen_service1757704668319,12225
other_provider_choosen_service1757704668496,12268
other_provider_choosen_service1757704668623,12295
other_provider_choosen_service1757704668204,12320
other_provider_choosen_service1757704668910,12342
other_provider_choosen_service1757704668322,12363
other_provider_choosen_service1757704668240,12389
other_provider_choosen_service1757704668157,12413
other_provider_choosen_service1757704668136,12437
other_provider_choosen_service1757704668541,12458
other_provider_choosen_service1757704668897,12489
other_provider_choosen_service1757704668660,12513
other_provider_choosen_service1757704668418,12533
other_provider_choosen_service1757704668548,12559
other_provider_choosen_service1757704668876,12579
other_provider_choosen_service1757704668556,12607
no_wins,12607
