step,timestamp
announce_received_service1757707268400,1437
announce_received_service1757707268389,1458
announce_received_service1757707268913,1472
announce_received_service1757707268737,1483
announce_received_service1757707268877,1507
announce_received_service1757707268664,1533
announce_received_service1757707268882,1555
announce_received_service1757707268490,1567
announce_received_service1757707268405,1584
announce_received_service1757707268585,1597
announce_received_service1757707268224,1611
announce_received_service1757707268535,1622
announce_received_service1757707268124,1632
announce_received_service1757707268406,1643
announce_received_service1757707268250,1653
announce_received_service1757707268980,1664
required_announces_received,1664
bid_offer_sent_service1757707268400,1747
bid_offer_sent_service1757707268389,1834
bid_offer_sent_service1757707268913,1928
bid_offer_sent_service1757707268737,2021
bid_offer_sent_service1757707268877,2115
bid_offer_sent_service1757707268664,2233
bid_offer_sent_service1757707268882,2340
bid_offer_sent_service1757707268490,2440
bid_offer_sent_service1757707268405,2571
bid_offer_sent_service1757707268585,2675
bid_offer_sent_service1757707268224,2781
bid_offer_sent_service1757707268535,2858
bid_offer_sent_service1757707268124,2939
bid_offer_sent_service1757707268406,3016
bid_offer_sent_service1757707268250,3100
bid_offer_sent_service1757707268980,3184
all_bid_offers_sent,3184
winner_received_service1757707268389,11759
winner_received_service1757707268877,11768
winner_received_service1757707268913,11778
winner_received_service1757707268882,11789
winner_received_service1757707268664,11799
winner_received_service1757707268737,11809
winner_received_service1757707268124,11820
winner_received_service1757707268406,11831
winner_received_service1757707268405,11842
winner_received_service1757707268490,11853
winner_received_service1757707268585,11862
winner_received_service1757707268250,11876
winner_received_service1757707268980,11885
winner_received_service1757707268535,11895
winner_received_service1757707268224,11905
winner_received_service1757707268400,11915
all_winners_received,11915
deployment_start_service1757707268400,11926
deployment_finished_service1757707268400,13890
confirm_deployment_sent_service1757707268400,13942
deployment_start_service1757707268389,13958
deployment_finished_service1757707268389,16069
confirm_deployment_sent_service1757707268389,16117
deployment_start_service1757707268913,16131
deployment_finished_service1757707268913,18230
confirm_deployment_sent_service1757707268913,18281
deployment_start_service1757707268737,18298
deployment_finished_service1757707268737,20308
confirm_deployment_sent_service1757707268737,20349
deployment_start_service1757707268877,20363
deployment_finished_service1757707268877,22311
confirm_deployment_sent_service1757707268877,22357
deployment_start_service1757707268664,22369
deployment_finished_service1757707268664,24389
confirm_deployment_sent_service1757707268664,24435
deployment_start_service1757707268882,24460
deployment_finished_service1757707268882,26265
confirm_deployment_sent_service1757707268882,26335
deployment_start_service1757707268490,26349
deployment_finished_service1757707268490,28273
confirm_deployment_sent_service1757707268490,28324
deployment_start_service1757707268405,28338
deployment_finished_service1757707268405,30322
confirm_deployment_sent_service1757707268405,30366
deployment_start_service1757707268585,30382
deployment_finished_service1757707268585,32332
confirm_deployment_sent_service1757707268585,32376
deployment_start_service1757707268224,32391
deployment_finished_service1757707268224,34095
confirm_deployment_sent_service1757707268224,34139
deployment_start_service1757707268535,34153
deployment_finished_service1757707268535,36167
confirm_deployment_sent_service1757707268535,36221
deployment_start_service1757707268124,36235
deployment_finished_service1757707268124,38353
confirm_deployment_sent_service1757707268124,38402
deployment_start_service1757707268406,38418
deployment_finished_service1757707268406,40535
confirm_deployment_sent_service1757707268406,40596
deployment_start_service1757707268250,40611
deployment_finished_service1757707268250,42316
confirm_deployment_sent_service1757707268250,42363
deployment_start_service1757707268980,42379
deployment_finished_service1757707268980,44144
confirm_deployment_sent_service1757707268980,44189
all_confirm_deployment_sent,44189
