step,timestamp
announce_received_service16863a3f,4291
announce_received_service2394509e,4307
announce_received_servicee7a5f488,4321
announce_received_service69e790aa,4335
announce_received_servicee4bd3f04,4347
announce_received_service422cca56,4359
announce_received_servicedc6440ea,4371
announce_received_serviceb0cdda53,4383
announce_received_service04bb0c9f,4394
announce_received_servicef806d04e,4405
announce_received_service9fafaeac,4416
announce_received_serviceb206406d,4428
announce_received_serviced69974e4,4440
announce_received_service96786c34,4451
announce_received_service8b4ba6b0,4465
announce_received_service98e70e93,4477
announce_received_servicee0c93170,4491
announce_received_service876695fb,4503
announce_received_service6bf3e69d,4515
announce_received_service4d2b1e7a,4528
announce_received_service16d94f06,4540
announce_received_service85ce3b22,4551
announce_received_servicea8d395c4,4564
announce_received_serviceaf7c97a9,4576
required_announces_received,4576
bid_offer_sent_service16863a3f,4938
bid_offer_sent_service2394509e,5052
bid_offer_sent_servicee7a5f488,5154
bid_offer_sent_service69e790aa,5265
bid_offer_sent_servicee4bd3f04,5410
bid_offer_sent_service422cca56,5549
bid_offer_sent_servicedc6440ea,5691
bid_offer_sent_serviceb0cdda53,5846
bid_offer_sent_service04bb0c9f,6002
bid_offer_sent_servicef806d04e,6133
bid_offer_sent_service9fafaeac,6251
bid_offer_sent_serviceb206406d,6368
bid_offer_sent_serviced69974e4,6487
bid_offer_sent_service96786c34,6579
bid_offer_sent_service8b4ba6b0,6685
bid_offer_sent_service98e70e93,6799
bid_offer_sent_servicee0c93170,6919
bid_offer_sent_service876695fb,7031
bid_offer_sent_service6bf3e69d,7157
bid_offer_sent_service4d2b1e7a,7266
bid_offer_sent_service16d94f06,7452
bid_offer_sent_service85ce3b22,7581
bid_offer_sent_servicea8d395c4,7691
bid_offer_sent_serviceaf7c97a9,7814
all_bid_offers_sent,7814
winner_received_servicea8d395c4,14034
winner_received_servicee7a5f488,14044
winner_received_service16863a3f,14055
winner_received_service2394509e,14064
winner_received_service69e790aa,14073
winner_received_service8b4ba6b0,14082
winner_received_service96786c34,14091
winner_received_servicedc6440ea,14101
winner_received_serviceb0cdda53,14111
winner_received_service9fafaeac,14122
winner_received_service04bb0c9f,14131
winner_received_serviceb206406d,14141
winner_received_service422cca56,14150
winner_received_servicee4bd3f04,14159
winner_received_servicef806d04e,14169
winner_received_service6bf3e69d,14178
winner_received_service876695fb,14187
winner_received_servicee0c93170,14197
winner_received_serviced69974e4,14206
winner_received_service85ce3b22,14215
winner_received_service98e70e93,14224
winner_received_service16d94f06,14233
winner_received_serviceaf7c97a9,14243
winner_received_service4d2b1e7a,14252
all_winners_received,14252
other_provider_choosen_service16863a3f,14262
other_provider_choosen_service2394509e,14274
other_provider_choosen_servicee7a5f488,14285
other_provider_choosen_service69e790aa,14295
other_provider_choosen_servicee4bd3f04,14305
other_provider_choosen_service422cca56,14315
other_provider_choosen_servicedc6440ea,14326
other_provider_choosen_serviceb0cdda53,14336
other_provider_choosen_service04bb0c9f,14346
other_provider_choosen_servicef806d04e,14357
other_provider_choosen_service9fafaeac,14368
other_provider_choosen_serviceb206406d,14378
other_provider_choosen_serviced69974e4,14389
other_provider_choosen_service96786c34,14399
other_provider_choosen_service8b4ba6b0,14410
other_provider_choosen_service98e70e93,14421
other_provider_choosen_servicee0c93170,14432
other_provider_choosen_service876695fb,14443
other_provider_choosen_service6bf3e69d,14455
other_provider_choosen_service4d2b1e7a,14466
other_provider_choosen_service16d94f06,14476
other_provider_choosen_service85ce3b22,14493
other_provider_choosen_servicea8d395c4,14514
other_provider_choosen_serviceaf7c97a9,14526
no_wins,14526
