step,timestamp
announce_received_service428122e2,1633
announce_received_service9ce01b74,1649
announce_received_servicee941712b,1662
announce_received_servicedacffbd5,1683
announce_received_service492acb56,1699
announce_received_servicee650fa03,1715
announce_received_servicea0a138fe,1738
announce_received_servicec08fa913,1753
announce_received_servicebb10b933,1768
announce_received_service0d217af9,1782
announce_received_service39b2ddbf,1796
announce_received_service51227a1d,1823
announce_received_service6831acad,1836
announce_received_servicedc871db3,1849
announce_received_service6f3cbf48,1863
announce_received_serviced2eea726,1877
announce_received_servicea0250b7b,1891
announce_received_service873c0f16,1904
announce_received_service6ad34f86,1916
announce_received_serviceb0678e6e,1930
announce_received_servicea90c3068,1942
announce_received_servicec7a05477,1964
announce_received_servicec9702f0a,1982
announce_received_servicee01b3e47,1997
required_announces_received,1997
bid_offer_sent_service428122e2,2346
bid_offer_sent_service9ce01b74,2495
bid_offer_sent_servicee941712b,2637
bid_offer_sent_servicedacffbd5,2729
bid_offer_sent_service492acb56,2855
bid_offer_sent_servicee650fa03,2998
bid_offer_sent_servicea0a138fe,3107
bid_offer_sent_servicec08fa913,3208
bid_offer_sent_servicebb10b933,3328
bid_offer_sent_service0d217af9,3425
bid_offer_sent_service39b2ddbf,3532
bid_offer_sent_service51227a1d,3654
bid_offer_sent_service6831acad,3761
bid_offer_sent_servicedc871db3,3871
bid_offer_sent_service6f3cbf48,3976
bid_offer_sent_serviced2eea726,4103
bid_offer_sent_servicea0250b7b,4229
bid_offer_sent_service873c0f16,4336
bid_offer_sent_service6ad34f86,4437
bid_offer_sent_serviceb0678e6e,4559
bid_offer_sent_servicea90c3068,4666
bid_offer_sent_servicec7a05477,4804
bid_offer_sent_servicec9702f0a,4916
bid_offer_sent_servicee01b3e47,5091
all_bid_offers_sent,5092
winner_received_service9ce01b74,11529
winner_received_servicee941712b,11558
winner_received_servicedacffbd5,11579
winner_received_service492acb56,11602
winner_received_servicee650fa03,11622
winner_received_servicea0a138fe,11648
winner_received_servicec08fa913,11666
winner_received_servicebb10b933,11683
winner_received_service0d217af9,11695
winner_received_service39b2ddbf,11708
winner_received_service51227a1d,11731
winner_received_service6831acad,11754
winner_received_servicedc871db3,11783
winner_received_service6f3cbf48,11800
winner_received_serviced2eea726,11835
winner_received_servicea0250b7b,11857
winner_received_service873c0f16,11873
winner_received_service6ad34f86,11887
winner_received_serviceb0678e6e,11899
winner_received_servicea90c3068,11910
winner_received_servicec7a05477,11922
winner_received_servicec9702f0a,11933
winner_received_servicee01b3e47,11953
winner_received_service428122e2,12201
all_winners_received,12201
deployment_start_service428122e2,12217
deployment_finished_service428122e2,13031
confirm_deployment_sent_service428122e2,13107
deployment_start_service9ce01b74,13131
deployment_finished_service9ce01b74,13921
confirm_deployment_sent_service9ce01b74,14004
deployment_start_servicee941712b,14025
deployment_finished_servicee941712b,14792
confirm_deployment_sent_servicee941712b,14858
deployment_start_servicedacffbd5,14877
deployment_finished_servicedacffbd5,15674
confirm_deployment_sent_servicedacffbd5,15761
deployment_start_service492acb56,15783
deployment_finished_service492acb56,16602
confirm_deployment_sent_service492acb56,16734
deployment_start_servicee650fa03,16758
deployment_finished_servicee650fa03,17587
confirm_deployment_sent_servicee650fa03,17663
deployment_start_servicea0a138fe,17681
deployment_finished_servicea0a138fe,18416
confirm_deployment_sent_servicea0a138fe,18479
deployment_start_servicec08fa913,18506
deployment_finished_servicec08fa913,19219
confirm_deployment_sent_servicec08fa913,19309
deployment_start_servicebb10b933,19333
deployment_finished_servicebb10b933,20017
confirm_deployment_sent_servicebb10b933,20083
deployment_start_service0d217af9,20105
deployment_finished_service0d217af9,20888
confirm_deployment_sent_service0d217af9,20957
deployment_start_service39b2ddbf,20979
deployment_finished_service39b2ddbf,21815
confirm_deployment_sent_service39b2ddbf,21922
deployment_start_service51227a1d,21941
deployment_finished_service51227a1d,22789
confirm_deployment_sent_service51227a1d,22880
deployment_start_service6831acad,22901
deployment_finished_service6831acad,23639
confirm_deployment_sent_service6831acad,23709
deployment_start_servicedc871db3,23727
deployment_finished_servicedc871db3,24532
confirm_deployment_sent_servicedc871db3,24597
deployment_start_service6f3cbf48,24622
deployment_finished_service6f3cbf48,25447
confirm_deployment_sent_service6f3cbf48,25522
deployment_start_serviced2eea726,25544
deployment_finished_serviced2eea726,26325
confirm_deployment_sent_serviced2eea726,26416
deployment_start_servicea0250b7b,26450
deployment_finished_servicea0250b7b,27364
confirm_deployment_sent_servicea0250b7b,27458
deployment_start_service873c0f16,27497
deployment_finished_service873c0f16,28290
confirm_deployment_sent_service873c0f16,28362
deployment_start_service6ad34f86,28381
deployment_finished_service6ad34f86,29173
confirm_deployment_sent_service6ad34f86,29243
deployment_start_serviceb0678e6e,29261
deployment_finished_serviceb0678e6e,30155
confirm_deployment_sent_serviceb0678e6e,30235
deployment_start_servicea90c3068,30259
deployment_finished_servicea90c3068,31138
confirm_deployment_sent_servicea90c3068,31252
deployment_start_servicec7a05477,31281
deployment_finished_servicec7a05477,32115
confirm_deployment_sent_servicec7a05477,32210
deployment_start_servicec9702f0a,32233
deployment_finished_servicec9702f0a,33116
confirm_deployment_sent_servicec9702f0a,33198
deployment_start_servicee01b3e47,33220
deployment_finished_servicee01b3e47,34011
confirm_deployment_sent_servicee01b3e47,34094
all_confirm_deployment_sent,34094
