step,timestamp
announce_received_service577c11a8,3250
announce_received_service40d571dd,3272
announce_received_service4c173966,3297
announce_received_servicef612be33,3319
announce_received_service2e70e390,3334
announce_received_serviceef7df974,3348
announce_received_service29ef6dce,3370
announce_received_servicef44aadf4,3396
announce_received_serviceb116ebbb,3413
announce_received_serviced824fbaa,3426
announce_received_serviceaff544e8,3442
announce_received_service296291d3,3454
announce_received_service172654d2,3470
announce_received_service1cc938da,3483
announce_received_service9fcb5121,3499
announce_received_servicea58f82ec,3512
announce_received_service94d8dd79,3526
announce_received_service54510fa5,3538
announce_received_servicebf7bf978,3551
announce_received_service23a6f8dd,3578
announce_received_service536eea5d,3589
announce_received_servicee74746a5,3601
announce_received_service6e16823a,3613
announce_received_servicee1837c0d,3624
required_announces_received,3624
bid_offer_sent_service577c11a8,3973
bid_offer_sent_service40d571dd,4084
bid_offer_sent_service4c173966,4203
bid_offer_sent_servicef612be33,4300
bid_offer_sent_service2e70e390,4435
bid_offer_sent_serviceef7df974,4574
bid_offer_sent_service29ef6dce,4696
bid_offer_sent_servicef44aadf4,4804
bid_offer_sent_serviceb116ebbb,4908
bid_offer_sent_serviced824fbaa,5022
bid_offer_sent_serviceaff544e8,5139
bid_offer_sent_service296291d3,5239
bid_offer_sent_service172654d2,5345
bid_offer_sent_service1cc938da,5443
bid_offer_sent_service9fcb5121,5558
bid_offer_sent_servicea58f82ec,5711
bid_offer_sent_service94d8dd79,5880
bid_offer_sent_service54510fa5,5998
bid_offer_sent_servicebf7bf978,6141
bid_offer_sent_service23a6f8dd,6268
bid_offer_sent_service536eea5d,6372
bid_offer_sent_servicee74746a5,6486
bid_offer_sent_service6e16823a,6581
bid_offer_sent_servicee1837c0d,6724
all_bid_offers_sent,6724
winner_received_servicef612be33,13295
winner_received_service40d571dd,13311
winner_received_service4c173966,13326
winner_received_service577c11a8,13341
winner_received_servicef44aadf4,13360
winner_received_service2e70e390,13378
winner_received_serviceef7df974,13394
winner_received_service1cc938da,13414
winner_received_service29ef6dce,13437
winner_received_serviced824fbaa,13450
winner_received_service536eea5d,13467
winner_received_serviceaff544e8,13479
winner_received_service172654d2,13491
winner_received_service54510fa5,13502
winner_received_servicee74746a5,13514
winner_received_servicebf7bf978,13529
winner_received_service296291d3,13546
winner_received_servicee1837c0d,13558
winner_received_service9fcb5121,13571
winner_received_servicea58f82ec,13584
winner_received_service6e16823a,13595
winner_received_service94d8dd79,13608
winner_received_serviceb116ebbb,13635
winner_received_service23a6f8dd,13648
all_winners_received,13648
other_provider_choosen_service577c11a8,13663
other_provider_choosen_service40d571dd,13678
other_provider_choosen_service4c173966,13690
other_provider_choosen_servicef612be33,13702
other_provider_choosen_service2e70e390,13713
other_provider_choosen_serviceef7df974,13726
other_provider_choosen_service29ef6dce,13741
other_provider_choosen_servicef44aadf4,13761
other_provider_choosen_serviceb116ebbb,13781
other_provider_choosen_serviced824fbaa,13802
other_provider_choosen_serviceaff544e8,13832
other_provider_choosen_service296291d3,13855
other_provider_choosen_service172654d2,13874
other_provider_choosen_service1cc938da,13892
other_provider_choosen_service9fcb5121,13908
other_provider_choosen_servicea58f82ec,13921
other_provider_choosen_service94d8dd79,13937
other_provider_choosen_service54510fa5,13951
other_provider_choosen_servicebf7bf978,13964
other_provider_choosen_service23a6f8dd,13978
other_provider_choosen_service536eea5d,13995
other_provider_choosen_servicee74746a5,14015
other_provider_choosen_service6e16823a,14035
other_provider_choosen_servicee1837c0d,14054
no_wins,14054
