step,timestamp
announce_received_service1757577561640,4930
announce_received_service1757577561357,4960
announce_received_service1757577561514,4972
required_announces_received,4972
bid_offer_sent_service1757577561640,5027
bid_offer_sent_service1757577561357,5083
bid_offer_sent_service1757577561514,5146
all_bid_offers_sent,5147
winner_received_service1757577561357,14951
winner_received_service1757577561640,14951
winner_received_service1757577561514,14951
all_winners_received,14951
deployment_start_service1757577561640,14965
deployment_finished_service1757577561640,15577
confirm_deployment_sent_service1757577561640,15639
deployment_start_service1757577561357,15651
deployment_finished_service1757577561357,16273
confirm_deployment_sent_service1757577561357,16330
deployment_start_service1757577561514,16342
deployment_finished_service1757577561514,16964
confirm_deployment_sent_service1757577561514,17036
all_confirm_deployment_sent,17036
