step,timestamp
announce_received_service1757577877806,4270
announce_received_service1757577877495,4283
announce_received_service1757577877568,4294
required_announces_received,4294
bid_offer_sent_service1757577877806,4347
bid_offer_sent_service1757577877495,4401
bid_offer_sent_service1757577877568,4454
all_bid_offers_sent,4454
winner_received_service1757577877568,14250
winner_received_service1757577877495,14250
winner_received_service1757577877806,14250
all_winners_received,14250
deployment_start_service1757577877806,14262
deployment_finished_service1757577877806,14911
confirm_deployment_sent_service1757577877806,14981
deployment_start_service1757577877495,14994
deployment_finished_service1757577877495,15573
confirm_deployment_sent_service1757577877495,15627
deployment_start_service1757577877568,15646
deployment_finished_service1757577877568,16306
confirm_deployment_sent_service1757577877568,16356
all_confirm_deployment_sent,16356
