step,timestamp
announce_received_service1757577805997,5599
announce_received_service1757577805574,5612
announce_received_service1757577805923,5623
required_announces_received,5623
bid_offer_sent_service1757577805997,5677
bid_offer_sent_service1757577805574,5737
bid_offer_sent_service1757577805923,5832
all_bid_offers_sent,5832
winner_received_service1757577805574,15577
winner_received_service1757577805923,15577
winner_received_service1757577805997,15577
all_winners_received,15577
deployment_start_service1757577805997,15588
deployment_finished_service1757577805997,16255
confirm_deployment_sent_service1757577805997,16321
deployment_start_service1757577805574,16344
deployment_finished_service1757577805574,16931
confirm_deployment_sent_service1757577805574,17003
deployment_start_service1757577805923,17024
deployment_finished_service1757577805923,17640
confirm_deployment_sent_service1757577805923,17692
all_confirm_deployment_sent,17692
