step,timestamp
announce_received_service1757577701521,5400
announce_received_service1757577701660,5410
announce_received_service1757577701563,5424
required_announces_received,5424
bid_offer_sent_service1757577701521,5472
bid_offer_sent_service1757577701660,5525
bid_offer_sent_service1757577701563,5583
all_bid_offers_sent,5583
winner_received_service1757577701563,15405
winner_received_service1757577701521,15405
winner_received_service1757577701660,15405
all_winners_received,15405
deployment_start_service1757577701521,15429
deployment_finished_service1757577701521,16126
confirm_deployment_sent_service1757577701521,16183
deployment_start_service1757577701660,16197
deployment_finished_service1757577701660,16813
confirm_deployment_sent_service1757577701660,16925
deployment_start_service1757577701563,16938
deployment_finished_service1757577701563,17534
confirm_deployment_sent_service1757577701563,17593
all_confirm_deployment_sent,17593
