step,timestamp
announce_received_service1757577457669,3808
announce_received_service1757577457593,3831
announce_received_service1757577457548,3845
required_announces_received,3845
bid_offer_sent_service1757577457669,3919
bid_offer_sent_service1757577457593,4001
bid_offer_sent_service1757577457548,4061
all_bid_offers_sent,4061
winner_received_service1757577457548,13736
winner_received_service1757577457669,13736
winner_received_service1757577457593,13736
all_winners_received,13736
deployment_start_service1757577457669,13747
deployment_finished_service1757577457669,14442
confirm_deployment_sent_service1757577457669,14486
deployment_start_service1757577457593,14500
deployment_finished_service1757577457593,15182
confirm_deployment_sent_service1757577457593,15230
deployment_start_service1757577457548,15242
deployment_finished_service1757577457548,15867
confirm_deployment_sent_service1757577457548,15983
all_confirm_deployment_sent,15983
