step,timestamp
announce_received_servicebadd9ac4,5555
announce_received_service08ae9bb4,5575
announce_received_service6f91fd9e,5597
announce_received_service14728bc9,5624
announce_received_service20738293,5649
announce_received_serviceaee10fbd,5675
announce_received_serviceeb4d0ab9,5699
announce_received_servicec4773648,5724
announce_received_service6a060adb,5749
announce_received_service9acda548,5774
announce_received_servicefb5a5462,5812
announce_received_servicece3b83b8,5839
required_announces_received,5839
bid_offer_sent_servicebadd9ac4,6203
bid_offer_sent_service08ae9bb4,6378
bid_offer_sent_service6f91fd9e,6671
bid_offer_sent_service14728bc9,7018
bid_offer_sent_service20738293,7292
bid_offer_sent_serviceaee10fbd,7578
bid_offer_sent_serviceeb4d0ab9,7837
bid_offer_sent_servicec4773648,8243
bid_offer_sent_service6a060adb,8458
bid_offer_sent_service9acda548,8643
bid_offer_sent_servicefb5a5462,8840
bid_offer_sent_servicece3b83b8,8996
all_bid_offers_sent,8997
winner_received_service08ae9bb4,15579
winner_received_servicebadd9ac4,15597
winner_received_serviceaee10fbd,15618
winner_received_serviceeb4d0ab9,15639
winner_received_servicec4773648,15657
winner_received_service20738293,15674
winner_received_service6a060adb,15692
winner_received_service9acda548,15713
winner_received_service6f91fd9e,15737
winner_received_service14728bc9,15760
winner_received_servicece3b83b8,15784
winner_received_servicefb5a5462,15809
all_winners_received,15809
other_provider_choosen_servicebadd9ac4,15835
other_provider_choosen_service08ae9bb4,15858
other_provider_choosen_service6f91fd9e,15892
other_provider_choosen_service14728bc9,15922
other_provider_choosen_service20738293,15952
other_provider_choosen_serviceaee10fbd,15985
other_provider_choosen_serviceeb4d0ab9,16013
other_provider_choosen_servicec4773648,16040
other_provider_choosen_service6a060adb,16063
other_provider_choosen_service9acda548,16087
other_provider_choosen_servicefb5a5462,16108
other_provider_choosen_servicece3b83b8,16130
no_wins,16130
